file	utterances	with_markers	⌈	⌉	⌊	⌋	cross_pairs	timed_pairs	temporal_ok	quality
  Fully paired:       21 (72%)
  Mixed:              5
  Open only:          3
  Cross-speaker pairs: 3153
  Timed pairs:        9
  Temporally consistent: 9 (100%)

=== CallFriend/eng-s ===
  Files total:        10
  Files with markers: 10
  Fully paired:       10 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 832
  Timed pairs:        0

=== CallFriend/jpn ===
  Files total:        2
  Files with markers: 2
  Fully paired:       2 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 134
  Timed pairs:        0

=== CallFriend/spa ===
  Files total:        21
  Files with markers: 21
  Fully paired:       16 (76%)
  Mixed:              5
  Open only:          0
  Cross-speaker pairs: 2720
  Timed pairs:        52
  Temporally consistent: 52 (100%)

=== Examples ===
  Files total:        4
  Files with markers: 4
  Fully paired:       3 (75%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 63
  Timed pairs:        0

=== GCSAusE ===
  Files total:        40
  Files with markers: 40
  Fully paired:       33 (82%)
  Mixed:              6
  Open only:          1
  Cross-speaker pairs: 1292
  Timed pairs:        3
  Temporally consistent: 3 (100%)

=== Goldman ===
  Files total:        2
  Files with markers: 2
  Fully paired:       1 (50%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 5
  Timed pairs:        1
  Temporally consistent: 0 (0%)

=== Goodwin ===
  Files total:        3
  Files with markers: 3
  Fully paired:       1 (33%)
  Mixed:              1
  Open only:          1
  Cross-speaker pairs: 10
  Timed pairs:        0

=== Grimshaw ===
  Files total:        1
  Files with markers: 1
  Fully paired:       1 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 1
  Timed pairs:        0

=== GulfWar ===
  Files total:        14
  Files with markers: 14
  Fully paired:       2 (14%)
  Mixed:              0
  Open only:          12
  Cross-speaker pairs: 66
  Timed pairs:        66
  Temporally consistent: 66 (100%)

=== JOC ===
  Files total:        3
  Files with markers: 3
  Fully paired:       0 (0%)
  Mixed:              0
  Open only:          3
  Cross-speaker pairs: 4
  Timed pairs:        1
  Temporally consistent: 1 (100%)

=== Jefferson/LinguaFranca ===
  Files total:        4
  Files with markers: 4
  Fully paired:       3 (75%)
  Mixed:              0
  Open only:          1
  Cross-speaker pairs: 190
  Timed pairs:        0

=== Jefferson/NB ===
  Files total:        23
  Files with markers: 23
  Fully paired:       14 (61%)
  Mixed:              7
  Open only:          2
  Cross-speaker pairs: 1870
  Timed pairs:        7
  Temporally consistent: 7 (100%)

=== Jefferson/Poetics ===
  Files total:        1
  Files with markers: 1
  Fully paired:       1 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 22
  Timed pairs:        0

=== MICASE/advising ===
  Files total:        2
  Files with markers: 2
  Fully paired:       1 (50%)
  Mixed:              0
  Open only:          1
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/colloquia ===
  Files total:        3
  Files with markers: 3
  Fully paired:       1 (33%)
  Mixed:              2
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/defense ===
  Files total:        1
  Files with markers: 1
  Fully paired:       0 (0%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/discussion ===
  Files total:        2
  Files with markers: 2
  Fully paired:       0 (0%)
  Mixed:              2
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/labs ===
  Files total:        6
  Files with markers: 6
  Fully paired:       3 (50%)
  Mixed:              3
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/lel ===
  Files total:        2
  Files with markers: 2
  Fully paired:       0 (0%)
  Mixed:              2
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/les ===
  Files total:        4
  Files with markers: 4
  Fully paired:       1 (25%)
  Mixed:              3
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/meetings ===
  Files total:        4
  Files with markers: 4
  Fully paired:       1 (25%)
  Mixed:              3
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/office_hours ===
  Files total:        9
  Files with markers: 9
  Fully paired:       3 (33%)
  Mixed:              6
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/seminars ===
  Files total:        4
  Files with markers: 4
  Fully paired:       3 (75%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/service_encounters ===
  Files total:        2
  Files with markers: 2
  Fully paired:       1 (50%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/student_presentations ===
  Files total:        3
  Files with markers: 3
  Fully paired:       1 (33%)
  Mixed:              2
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MICASE/study_groups ===
  Files total:        5
  Files with markers: 5
  Fully paired:       2 (40%)
  Mixed:              3
  Open only:          0
  Cross-speaker pairs: 0
  Timed pairs:        0

=== MOVIN/Australian ===
  Files total:        1
  Files with markers: 1
  Fully paired:       0 (0%)
  Mixed:              1
  Open only:          0
  Cross-speaker pairs: 144
  Timed pairs:        1
  Temporally consistent: 1 (100%)

=== MOVIN/Finnish ===
  Files total:        2
  Files with markers: 2
  Fully paired:       2 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 90
  Timed pairs:        0

=== MOVIN/German ===
  Files total:        3
  Files with markers: 3
  Fully paired:       2 (67%)
  Mixed:              0
  Open only:          1
  Cross-speaker pairs: 121
  Timed pairs:        18
  Temporally consistent: 14 (78%)

=== MOVIN/Italian ===
  Files total:        1
  Files with markers: 1
  Fully paired:       1 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 30
  Timed pairs:        0

=== SBCSAE ===
  Files total:        60
  Files with markers: 60
  Fully paired:       25 (42%)
  Mixed:              35
  Open only:          0
  Cross-speaker pairs: 10775
  Timed pairs:        3160
  Temporally consistent: 3116 (99%)

=== SCoSE ===
  Files total:        11
  Files with markers: 11
  Fully paired:       11 (100%)
  Mixed:              0
  Open only:          0
  Cross-speaker pairs: 524
  Timed pairs:        520
  Temporally consistent: 520 (100%)

=== SPIRE ===
  Files total:        4
  Files with markers: 4
  Fully paired:       2 (50%)
  Mixed:              0
  Open only:          2
  Cross-speaker pairs: 38
  Timed pairs:        0

=== TaiwanHakka/Conversation ===
  Files total:        15
  Files with markers: 15
  Fully paired:       10 (67%)
  Mixed:              5
  Open only:          0
  Cross-speaker pairs: 1668
  Timed pairs:        0

=== TaiwanMandarin ===
  Files total:        27
  Files with markers: 27
  Fully paired:       17 (63%)
  Mixed:              10
  Open only:          0
  Cross-speaker pairs: 2667
  Timed pairs:        0

=== OVERALL ===
  Files total:        456
  Files with markers: 456
  Fully paired:       297 (65%)
  Mixed:              116
  Open only:          43
  Cross-speaker pairs: 28947
  Timed pairs:        3890
  Temporally consistent: 3840 (99%)
